OBJECTID,Pole_Material,Pole_Arm_Type,Luminaire_Type,Lamp_Type,Lamp_Wattage,Controller_ID,Northing,Easting,Pole_Height,InstallDate,FACILITYID,Receptacle,ControllerCircuit,Pole_Color,Pole_Manufacturer,Lamp_Manufacturer,Decorative,Notes,Location_Adjusted,RepairYear,FieldVerifiedDate,GlobalID,Latitude,Longitude
1245,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254404.88349999,1004404.719,3.0,,2350,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{7E289A30-41DE-4AF8-9E86-2E6AD980605C},40.11115752987428,-88.26127031668415
1246,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254582.641425,1004406.14845,3.0,,2351,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{7CB59936-3768-4762-B2B9-614BEA122CAD},40.111637778819706,-88.26127694980654
1247,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253803.6261,1003405.945,3.0,,2352,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{BE30CD39-0739-4529-A01D-9A331503D174},40.10948357314364,-88.26486044332717
1248,Aluminum,Pipe Arm,Cobra,HPS,250,SL041,1256662.76165,1009701.1449,4.0,,2353,Yes,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{81C1F073-09B2-4B93-9CA0-E86F8B1558CE},40.117341153439185,-88.24233235371777
1249,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1252696.457975,1003413.429275,3.0,,2357,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AD9B6163-0D86-4B98-8B0A-D07761AF571C},40.10646319803906,-88.26482988931778
1250,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1252685.09034999,1002833.0657,3.0,,2358,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B81479B8-4D3B-4A41-946D-8C275A32B1DF},40.106433201674726,-88.26690471757638
1251,Cast Aluminum,Other,Globe,HPS,100,SL083,1252354.395,1003106.187125,1.0,,2359,No,Not Specified,Green,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{32D9C7F1-D28A-45D6-BEC4-09E233BDFBB2},40.10552484136763,-88.26592920564005
1252,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253665.601525,1005070.85,,,2360,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EDC046F3-C335-40A2-8F63-523136EAC10B},40.109119945050594,-88.25889590394631
1253,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253799.97145,1005072.174,3.0,,2361,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{00726683-8D9F-4DF0-BB69-CA5E26281417},40.109488805626924,-88.2588965809755
1254,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253943.09945,1005070.589,3.0,,2362,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{B8E6437E-EE33-4D8D-99AC-0A22D75765C4},40.109881711305334,-88.25890182157491
1255,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254024.923625,1005188.238,3.0,,2363,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{96168F9B-ED9B-4F2F-BDE0-7458E6386C76},40.11009140052166,-88.25849406109478
1256,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254074.20265,1005067.143325,3.0,,2364,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{99284EA3-912E-4CDD-A152-790BF05DF9A1},40.1102416115356,-88.25891374772785
1257,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254411.6746,1005062.167,3.0,,2365,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{A559A69F-22E0-4470-AA6B-D7BC823B91A1},40.11116313044442,-88.25892234070001
1258,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254574.890675,1005065.305,3.0,,2366,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{C90DB216-E94D-4AF7-A93F-E1B0A0C02CDA},40.11161278994916,-88.25892922171927
1259,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254590.841575,1005178.085,3.0,,2367,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{BC03CB50-EDE2-46F3-8B23-607749782F24},40.111656608675275,-88.25851633550553
1260,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254588.2227,1005335.587,3.0,,2368,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EE27661E-BF3D-413A-84F3-F90DD5328B33},40.111650676547306,-88.25795560406688
1261,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254596.81945,1004518.365,3.0,,2369,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EDBE0402-14E4-4552-BB8F-E2D90A064B46},40.11168201865066,-88.26086590139519
1262,Aluminum,Davit,Cobra,HPS,100,SL046,1257044.9808,1012166.248,4.0,,2370,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{F0864A62-78E8-45A0-AE57-6B72B172B909},40.118377775735226,-88.23351242131409
1263,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253005.08625,1003534.620075,3.0,,2371,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{87870AD3-A29A-4F1E-8351-DE3E7AEF27A4},40.107304582529835,-88.26439280425645
1264,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253001.70587499,1003701.106225,3.0,,2372,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{D1D71953-D972-4854-ACC5-707D50365447},40.10730052515764,-88.26380059233018
1265,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253023.104025,1003410.5644,3.0,,2373,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{633B0442-8D93-4FBC-8349-4688E8509F66},40.10735988372159,-88.26483923173448
1266,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254727.36115,1005065.787,3.0,,2374,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AD3933DE-C2D8-4573-AD7F-DB0DAFB1023A},40.11203460670537,-88.25891664388293
1267,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254596.592625,1004850.379,3.0,,2375,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{C352E11C-BE5E-47B1-8969-88A9E9C62299},40.11166847978143,-88.25969394133449
1268,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254740.1452,1004696.602,3.0,,2376,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EA0E92C1-7EA5-487A-9407-9B67D4A2869D},40.11205194703117,-88.2602257042766
1269,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254883.46105,1004696.357,3.0,,2377,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{858BBF05-C95F-4BEA-9C59-A26356721A18},40.11243583546138,-88.26022958290449
1270,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254417.580725,1004702.9227,3.0,,2378,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{79E49B52-36D8-4ABD-ABF3-B2A9D844C4FF},40.111185051673125,-88.2602148967911
1271,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254255.345,1004702.713,3.0,,2379,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{5F8DFAEB-7265-4451-989F-C8139A6A78DC},40.11072468197245,-88.26021086561305
1272,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254087.268275,1004705.177,3.0,,2380,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{6F8CDF83-5D11-4C74-A759-56A6DB363953},40.11027830316335,-88.26020780948232
1273,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1253663.997725,1004709.903525,3.0,,2381,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{1F79A269-948C-4433-9886-2051305CC380},40.109116367696004,-88.2601921551668
1274,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254594.632125,1004679.862,3.0,,2382,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{FF820CED-9F74-4A07-84FB-67F90A1DA940},40.11167588799608,-88.26028651456822
1275,Aluminum,Truss Arm,Cobra,HPS,70,SL082,1254887.648075,1004403.212725,3.0,,2383,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0889E348-9C07-489C-96DF-03391D426350},40.112476109024215,-88.26128507140754
1276,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254045.4942,1003351.205,3.0,,2384,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{BD1A32C5-F5AE-4B34-A4C0-0619797B18AD},40.11016305316387,-88.26504286821216
1277,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254050.0174,1003192.843,3.0,,2385,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9E2FC6B5-77B8-4315-B01A-6B5BB5FB0BB7},40.11017933311262,-88.26561545168761
1278,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253820.391925,1003040.185,,,2386,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EA7613C9-7F32-4B76-9811-1732EFB280C7},40.109549305862124,-88.26616574915295
1279,Cast Aluminum,Other,Globe,HPS,100,SL041,1256693.329325,1009710.477,1.0,,2387,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{A57D8AA5-8AC4-4FCC-9826-F1830A1504C0},40.11742406136443,-88.24229806770028
1280,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253602.544025,1004021.332225,3.0,,2389,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{FCBE2089-66F0-484C-975E-5EE17CA4900B},40.108945576795655,-88.26265406810039
1281,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253588.437425,1002873.00465,3.0,,2390,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4384F51A-42B9-4D02-8A39-6A8C53190AF4},40.10891290738039,-88.26675951884441
1282,Concrete,Pipe Arm,Cobra,HPS,150,SL085,1253797.415225,1012568.583725,3.0,,2391,No,Not Specified,Natural,Unknown,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{18E56966-65AE-40BD-A418-A7F382D5A0D2},40.10946146429138,-88.23209578677427
1283,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253643.299575,1003037.459,,,2392,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9ECAE2DE-8412-4D4D-8610-8197971B8AC2},40.10906078212675,-88.26616232376995
1284,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254101.98155,1003038.943,,,2393,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{51E6E135-619B-4423-B5F4-49B04790799A},40.11031509244765,-88.26616605273894
1285,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254602.1127,1003034.037,,,2394,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{D93DBE74-46B1-4B24-94C4-730D54F9C8C6},40.111687214771095,-88.26617549215587
1286,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254614.32325,1003352.917,3.0,,2395,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{AA36AD70-0D15-4D1E-96C4-AF1457C1D69D},40.111724560911256,-88.26505088513393
1287,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254758.00435,1003034.986,,,2396,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{40537BC6-3A93-4536-B10B-7FAD78F53EF0},40.11212316243688,-88.26617725687568
1288,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254904.52055,1003035.128,,,2397,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{521B41CE-C475-4D50-99FA-55FA9F76122B},40.11251392871347,-88.26617952938666
1289,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254618.764525,1003020.822,,,2398,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{2B42A8C9-5DE9-4B39-A437-26070D6171F4},40.11173738975391,-88.26623032808439
1290,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254622.112875,1002868.741,,,2399,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0C0A905F-8D07-49F8-BA81-DB8B99C74C91},40.111742699341434,-88.26677107268912
1291,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254750.5246,1002738.276,,,2400,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{DB19F66D-67EB-4560-A67F-ECA839EF9113},40.11211361766853,-88.2672167938342
1292,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254905.1285,1002744.954,,,2401,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4E105CEE-308A-44E6-9BE5-E000FBAFD00C},40.11252213072916,-88.26722220110001
1293,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254602.7534,1002736.677,,,2402,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{7D2E9568-BA1C-41BF-B650-C0BA051DE181},40.111698431854535,-88.2672066659528
1294,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254441.1914,1002746.1699,,,2403,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{786635C6-1587-4E5C-B9E3-AE32CB52BF03},40.11125407024008,-88.26721070202764
1295,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254288.94425,1002746.269,,,2404,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{DFFAF72F-06B0-402E-9ADF-E8E868DED5AC},40.110838222461496,-88.26719436522835
1296,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254108.5514,1002754.832,,,2405,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{05C5321D-B160-48A4-8A9C-9A216EA678EB},40.11032925349713,-88.26719834894779
1297,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253304.43189999,1003354.63675,3.0,,2406,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{4134A6EB-0409-46CE-8F0D-B4A85269CED8},40.1081322779348,-88.26503840338475
1298,Aluminum,Truss Arm,Cobra,HPS,70,SL083,1253008.95524999,1003024.195775,3.0,,2407,No,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{0F95FA9A-B3A3-4547-88AD-A551AAF762EF},40.10732185284117,-88.26622055447824
1299,Cast Aluminum,Other,Globe,HPS,100,SL087,1256442.618675,1010682.085425,1.0,,2408,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{6B4D5494-B2A7-464E-8972-12459B0DEEB6},40.116724164951535,-88.23882732523788
1300,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254051.84119999,1002701.723,,,2409,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{2B106123-DFA7-44C2-9D16-A5DFB0B0B6FA},40.110189217005335,-88.26737987014359
1301,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1254054.17105,1002883.478,,,2410,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{A9C9D616-D2A3-4F23-8710-838FFFB139CA},40.110182618208576,-88.26672060310578
1302,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253942.8172,1002751.349,,,2411,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{62460519-C943-4F4E-A92F-16F7F5BDC45D},40.10990349758028,-88.26717834950905
1303,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253792.688375,1002756.081,,,2412,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EE46F32E-5674-4A79-B737-7DA175A0F177},40.10947879300064,-88.26717313783992
1304,Aluminum,Truss Arm,Cobra,HPS,70,SL081,1253644.222825,1002756.446,,,2413,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{BF1299AF-697E-43DD-B091-BD28426EE02E},40.109061415190325,-88.26716356869113
1305,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256740.11725,1010123.197,1.0,,2414,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{FE4AD1D1-9B8C-4456-8E9C-66751BE7F127},40.11754788648585,-88.24083755275659
1306,Aluminum,Davit,Cobra,HPS,250,SL057,1256727.448975,1010160.976,4.0,,2415,Yes,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9C84A4F6-C3B5-440A-9398-A6E4104B3488},40.1175126390176,-88.24069476074489
1307,Cast Aluminum,Other,Globe,IND,85,SL057,1256738.784825,1010187.521,1.0,,2416,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{00130020-AD2B-4FC4-8872-F6DA2A2AE98A},40.117542964432666,-88.24059747884694
1308,Cast Aluminum,Other,Globe,IND,85,SL057,1256771.62289999,1010249.042,1.0,,2417,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{CEA9466C-BDAB-48F6-8E62-69137E7B4058},40.117632940761965,-88.24038785698484
1309,Cast Aluminum,Other,Globe,IND,85,SL057,1256729.793275,1010302.038,1.0,,2418,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{F21B4F5A-1167-48F0-94E1-84CFF2FDC8D3},40.1175171051561,-88.24020057179945
1310,Cast Aluminum,Other,Globe,IND,85,SL057,1256667.793675,1010214.528,1.0,,2419,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{E07C467E-AF21-4614-9A31-9DC284A216BC},40.117347658508045,-88.24050954464715
1311,Cast Aluminum,Other,Globe,IND,85,SL057,1256637.592125,1010190.458,1.0,,2420,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{3C746EA6-D13E-4F0C-94D0-ECE732F5681C},40.11726541482643,-88.24059325035329
1312,Aluminum,Pipe Arm,Cobra,LED,286(LED),SL057,1256570.936625,1010166.297,4.0,,2421,Yes,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,10/12/18,{8D670002-8543-4238-BB60-305C8161CB80},40.11708407381033,-88.24067157688263
1313,Cast Aluminum,Other,Globe,HPS,100,SL087,1256362.268725,1010683.623225,1.0,,2423,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7877F032-81FE-4BB2-88FB-774D472EA264},40.11650445216868,-88.23882608797558
1314,Cast Aluminum,Other,Globe,IND,85,SL087,1256328.437175,1010577.5152,1.0,,2424,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{C770BD29-07CC-41E0-B96F-A4A39606F8DC},40.11641174904918,-88.23920756315059
1315,Cast Aluminum,Other,Globe,IND,85,SL087,1256322.67044999,1010437.96005,1.0,,2425,Yes,Not Specified,Black,Sternberg,GE,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{B442DA2C-FAEC-4592-9410-201B16647601},40.11639291527602,-88.23970657109379
1316,Aluminum,Pipe Arm,Cobra,LED,286(LED),SL057,1256437.8991,1010128.164,4.0,,2426,Yes,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,10/12/18,{048A5BAD-BEF3-4679-BF25-06971B652466},40.116720326632986,-88.24082318005246
1317,Cast Aluminum,Other,Globe,IND,85,SL057,1256403.8625,1010115.76,1.0,,2427,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{CCB78CAF-9828-41DC-8067-48429406778D},40.116626636649215,-88.2408605837128
1318,Aluminum,Truss Arm,Cobra,LED,286(LED),SL059,1256317.358,1010170.063,6.0,,2428,No,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{670965AD-FCA9-4140-AED7-12B208E52B5F},40.11638616019909,-88.24066917036004
1319,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256698.104875,1009953.063,1.0,,2429,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{AD29948A-1286-472E-BDBB-8F5AEBDB5A08},40.11743196167345,-88.24143595065658
1320,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256616.82255,1009926.028,1.0,,2430,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{E5402755-D290-4F65-A8E6-07879A954C56},40.11721201018171,-88.24153566894864
1321,Aluminum,Davit,Cobra,HPS,250,SL057,1256600.3987,1009752.105,,,2431,Yes,Not Specified,Natural,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{9CE4582A-7962-43F7-9DA7-F4BAB2BDB899},40.11716909481273,-88.24217113426207
1322,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256619.802125,1009740.122,1.0,,2432,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{8159DEA2-D459-4C06-A0D6-15A8D070C5CA},40.11722076219442,-88.24220022456716
1323,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256680.297775,1009757.37,1.0,,2433,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{EB88F116-3306-43FE-8A12-2917FB57106D},40.11738398687314,-88.24213166509564
1324,Aluminum,Davit,Cobra,HPS,250,SL057,1256725.371625,1009772.408,1.0,,2434,Yes,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{EA2A8083-3EC5-48FC-B581-4356E8FA9BC3},40.11749780783675,-88.2420826164329
1325,Cast Aluminum,Other,Cobra,HPS,250,SL057,1256778.215225,1009790.075,1.0,,2435,Yes,Not Specified,Black,Not Specified,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{B48B1122-EC2F-4E18-A492-B1226FAB6DDA},40.117632752424186,-88.24202609141282
1326,Cast Aluminum,Other,Globe,IND,85,SL057,1256780.30195,1009838.553,1.0,,2436,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{43ACE9BB-83DA-49F4-97B9-1C60F0A6B2CF},40.11765950000342,-88.2418468403996
1327,Cast Aluminum,Other,Globe,IND,85,SL057,1256747.636525,1009943.074,1.0,,2437,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{83951D66-49D9-4D15-9CBE-2DA72D0E6850},40.11756528768541,-88.24146701637729
1328,Aluminum,Truss Arm,Cobra,HPS,250,SL058,1255924.96285,1010345.65595,4.0,,2441,No,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{F62A06A0-3858-4D53-9541-94E789DED5E8},40.115308483782435,-88.24003510789223
1329,Aluminum,Truss Arm,Cobra,HPS,250,SL058,1255976.500475,1010362.68035,4.0,,2442,No,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{5C126205-4ACF-4ABC-A3E5-5A97AC40D8CC},40.115449910960635,-88.23997404497626
1330,Aluminum,Truss Arm,Cobra,HPS,250,SL058,1256001.270875,1010289.0492,4.0,,2443,No,Not Specified,Black,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{3FD69B85-A09F-4681-9D82-1918873A1CF6},40.11551811993484,-88.2402372175862
1331,Steel,Traffic Signal,Teardrop,HPS,250,TS096,1254079.13535,1013080.22125,5.0,,2444,No,Not Specified,Black,Lumec,GE,Yes,Not Specified,AERIAL,Not Specified,Not Specified,{7252EF76-ABBF-4259-A13D-C8BF0A1ED6C8},40.110234293277834,-88.23028991240128
1332,Aluminum,Truss Arm,Cobra,HPS,250,SL103,1255719.86495,994815.702,,,2445,No,Not Specified,Not Specified,Not Specified,GE,No,Not Specified,AERIAL,Not Specified,Not Specified,{E2DB1499-1D4C-4570-A306-F28C37469BA9},40.11477688581878,-88.29556215409896
1333,Cast Aluminum,Other,Globe,IND,85,SL048,1256332.9852,1011128.719,1.0,,2446,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{7F089690-C5B2-45B0-BD95-6FFDECB007AF},40.116426258299846,-88.23723372192391
1334,Cast Aluminum,Other,Globe,IND,85,SL048,1256332.93075,1011271.509,1.0,,2447,Yes,Not Specified,Black,Sternberg,QL,Yes,Not Specified,AERIAL,Not Specified,10/12/18,{73C26AD1-6C91-4BE0-AD07-34F3D27EAC64},40.116425684058775,-88.23672317758792
